Time,Demand,Temperature,Holiday
2012-01-08,1565398.721456,22.30803571428571,0.14285714285714285
2012-01-15,1468370.976716,17.201785714285712,0.0
2012-01-22,1719528.861524,23.1421130952381,0.0
2012-01-29,1788891.1813199997,24.41547619047619,0.2857142857142857
2012-02-05,1636483.382046,21.058035714285715,0.0
2012-02-12,1546582.2151300001,18.775297619047617,0.0
2012-02-19,1679166.432096,22.193898809523812,0.0
2012-02-26,1779096.438474,23.812946428571426,0.0
2012-03-04,1559660.130418,18.878869047619048,0.0
2012-03-11,1495025.2018440003,18.032440476190477,0.14285714285714285
2012-03-18,1546274.134276,20.517261904761906,0.14285714285714285
2012-03-25,1534330.0799480001,17.30223214285714,0.0
2012-04-01,1503250.8963759998,18.443452380952383,0.0
2012-04-08,1447806.744374,18.898809523809526,0.42857142857142855
2012-04-15,1487020.2917280002,16.202678571428574,0.14285714285714285
2012-04-22,1510042.577936,18.074404761904763,0.0
2012-04-29,1538231.7438440002,13.515624999999998,0.2857142857142857
2012-05-06,1626979.1834060003,13.360863095238093,0.0
2012-05-13,1601816.20689,14.451339285714285,0.0
2012-05-20,1671286.4729900002,12.801785714285714,0.0
2012-05-27,1695072.4728300003,12.859672619047616,0.0
2012-06-03,1729100.596754,11.583482142857145,0.0
2012-06-10,1721437.978424,11.105803571428575,0.14285714285714285
2012-06-17,1686370.6467840003,11.694940476190478,0.14285714285714285
2012-06-24,1748707.060254,10.767559523809524,0.0
2012-07-01,1747221.555704,10.020684523809523,0.0
2012-07-08,1751597.7104360003,9.40982142857143,0.0
2012-07-15,1697376.3678419997,12.201785714285714,0.0
2012-07-22,1674125.6227900004,11.705208333333331,0.0
2012-07-29,1706628.241044,11.00580357142857,0.0
2012-08-05,1713880.7852180002,10.710863095238096,0.0
2012-08-12,1718496.834834,10.642708333333333,0.0
2012-08-19,1708322.098734,10.856696428571428,0.0
2012-08-26,1651701.26481,12.402380952380954,0.0
2012-09-02,1615370.203094,12.025892857142855,0.0
2012-09-09,1544376.7671759997,14.449255952380952,0.0
2012-09-16,1559600.8091880002,12.958779761904763,0.0
2012-09-23,1529258.62981,14.36845238095238,0.0
2012-09-30,1524359.8308480002,13.71592261904762,0.0
2012-10-07,1511932.1619260001,14.982738095238096,0.0
2012-10-14,1545476.532082,12.664880952380951,0.0
2012-10-21,1480540.875098,15.261607142857144,0.0
2012-10-28,1472323.2241159999,15.094940476190477,0.0
2012-11-04,1483718.1979359998,19.30595238095238,0.0
2012-11-11,1412799.3871880001,17.898809523809522,0.2857142857142857
2012-11-18,1454303.370446,15.148511904761904,0.0
2012-11-25,1496250.2351700002,18.990178571428572,0.0
2012-12-02,1629542.1874880001,21.147321428571427,0.0
2012-12-09,1497719.237662,18.306250000000002,0.0
2012-12-16,1597551.7432539999,21.24880952380952,0.0
2012-12-23,1531768.085776,21.320535714285715,0.0
2012-12-30,1247132.567098,18.099999999999998,0.42857142857142855
2013-01-06,1523014.367252,22.875595238095233,0.2857142857142857
2013-01-13,1522023.2288960002,20.183630952380952,0.0
2013-01-20,1591758.6669959999,21.342559523809523,0.0
2013-01-27,1568285.717736,21.02053571428571,0.14285714285714285
2013-02-03,1463643.7669159998,18.486607142857142,0.14285714285714285
2013-02-10,1640324.222916,21.974404761904765,0.0
2013-02-17,1717793.609848,24.654761904761905,0.0
2013-02-24,1736558.7937180002,24.531845238095237,0.0
2013-03-03,1560391.645028,20.270238095238096,0.0
2013-03-10,1853295.164628,26.85833333333333,0.14285714285714285
2013-03-17,1667494.1572479997,21.588690476190482,0.14285714285714285
2013-03-24,1510878.2363560002,19.361011904761906,0.0
2013-03-31,1479465.116644,18.932738095238097,0.42857142857142855
2013-04-07,1443871.2404339998,17.52797619047619,0.14285714285714285
2013-04-14,1504834.5781740001,18.25029761904762,0.0
2013-04-21,1525221.1765480002,14.18125,0.0
2013-04-28,1459846.2522080003,16.78363095238095,0.2857142857142857
2013-05-05,1578302.5561980002,13.320238095238095,0.0
2013-05-12,1528503.053624,17.243154761904766,0.0
2013-05-19,1624501.127446,11.966666666666667,0.0
2013-05-26,1647053.4631740001,12.170238095238094,0.0
2013-06-02,1620219.825806,13.91755952380952,0.0
2013-06-09,1637952.755854,12.113095238095239,0.14285714285714285
2013-06-16,1670642.597922,11.734821428571427,0.14285714285714285
2013-06-23,1725262.2997899996,8.757738095238095,0.0
2013-06-30,1703534.8061439998,10.655059523809525,0.0
2013-07-07,1637840.3876120003,11.934523809523808,0.0
2013-07-14,1701788.099602,10.83095238095238,0.0
2013-07-21,1621437.8200880003,12.577083333333336,0.0
2013-07-28,1686135.6806319999,11.695535714285715,0.0
2013-08-04,1651127.4195680001,11.07797619047619,0.0
2013-08-11,1662101.069356,11.683035714285714,0.0
2013-08-18,1619043.527266,12.089583333333334,0.0
2013-08-25,1663313.503382,11.749107142857143,0.0
2013-09-01,1480743.933966,16.80535714285714,0.0
2013-09-08,1476775.5400480002,16.12767857142857,0.0
2013-09-15,1507931.3059800002,13.885119047619046,0.0
2013-09-22,1511591.391484,13.935416666666667,0.0
2013-09-29,1447509.385716,16.33690476190476,0.0
2013-10-06,1465969.688062,14.648809523809527,0.0
2013-10-13,1446253.3595039998,15.960416666666669,0.0
2013-10-20,1462124.8877040003,16.832440476190477,0.0
2013-10-27,1522755.787464,13.013392857142858,0.0
2013-11-03,1471842.0534259998,15.145535714285714,0.0
2013-11-10,1439076.528574,16.415178571428573,0.2857142857142857
2013-11-17,1510917.415856,14.129464285714283,0.0
2013-11-24,1465885.953248,17.30059523809524,0.0
2013-12-01,1489351.874524,20.005059523809525,0.0
2013-12-08,1511555.1901699998,18.189285714285713,0.0
2013-12-15,1441273.273076,16.761011904761904,0.0
2013-12-22,1593142.3145960001,20.463392857142853,0.0
2013-12-29,1292508.070952,19.08125,0.42857142857142855
2014-01-05,1267050.2655699998,18.10892857142857,0.2857142857142857
2014-01-12,1485159.06958,20.15059523809524,0.0
2014-01-19,2010767.772298,27.91279761904762,0.0
2014-01-26,1486274.3593440005,19.783035714285713,0.14285714285714285
2014-02-02,1840789.0667259998,25.246130952380952,0.14285714285714285
2014-02-09,1776032.9238059998,24.370535714285715,0.0
2014-02-16,1594698.5178760001,21.6860119047619,0.0
2014-02-23,1459361.4985119998,18.241071428571427,0.0
2014-03-02,1490481.8675880001,19.05238095238095,0.0
2014-03-09,1536366.579566,21.588392857142857,0.14285714285714285
2014-03-16,1488477.47265,20.12946428571428,0.14285714285714285
2014-03-23,1462413.506848,18.18035714285714,0.0
2014-03-30,1449019.8913,19.036309523809525,0.0
2014-04-06,1531628.0170560002,20.269345238095237,0.0
2014-04-13,1484938.060706,17.771726190476194,0.0
2014-04-20,1392469.898676,15.705059523809524,0.42857142857142855
2014-04-27,1418554.315364,14.596130952380951,0.42857142857142855
2014-05-04,1559219.41337,13.698809523809524,0.0
2014-05-11,1596058.095306,12.927083333333332,0.0
2014-05-18,1476534.226292,17.182440476190475,0.0
2014-05-25,1497569.330822,16.822321428571424,0.0
2014-06-01,1552223.94656,14.658928571428572,0.0
2014-06-08,1557476.112282,13.276785714285717,0.14285714285714285
2014-06-15,1589664.852234,12.925000000000002,0.14285714285714285
2014-06-22,1639206.4145179999,12.508928571428573,0.0
2014-06-29,1685273.6063020003,11.336011904761905,0.0
2014-07-06,1680233.921366,11.329761904761904,0.0
2014-07-13,1701109.3713660003,10.615476190476189,0.0
2014-07-20,1731346.028836,10.23422619047619,0.0
